车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟,距离,当日最高温,当日最低温,当日降水量,当日降雨量,当日降雪量,降水小时数,最大风速,最大阵风,平均云量,平均相对湿度,天气代码,天气情况
G80,上海虹桥,2026-07-24,14:04,2026-07-24,14:04,0.0,0.0,36.5,27.9,0.6,0.6,0.0,1.0,14.9,34.2,7.0,65.0,53,毛毛雨
G80,南京南,2026-07-24,15:05,2026-07-24,15:10,-3.0,295.0,31.8,25.7,4.6,4.6,0.0,9.0,11.7,32.8,59.0,83.0,61,小雨
G81,徐州东,2026-07-24,16:19,2026-07-24,16:21,,626.0,32.5,23.4,5.0,5.0,0.0,10.0,12.3,30.6,37.0,81.0,61,小雨
G81,商丘,2026-07-24,17:05,2026-07-24,17:07,0.0,796.0,33.6,22.7,5.7,5.7,0.0,16.0,12.2,30.2,27.0,78.0,61,小雨
G81,开封北,2026-07-24,17:41,2026-07-24,17:43,-1.0,934.0,30.6,23.1,6.6,6.6,0.0,14.0,20.5,47.9,51.0,83.0,61,小雨
G81,郑州东,2026-07-24,18:04,,,0.0,986.0,31.0,22.6,10.7,10.7,0.0,14.0,15.8,41.4,45.0,81.0,63,中雨
G3726,广州,2026-07-24,08:42,2026-07-24,08:42,0.0,0.0,34.2,26.0,0.0,0.0,0.0,0.0,8.0,17.3,21.0,73.0,3,阴
G3726,佛山西,2026-07-24,09:04,2026-07-24,09:16,0.0,26.0,33.7,25.8,0.1,0.1,0.0,1.0,8.5,16.6,20.0,76.0,51,小毛毛雨
G3726,肇庆东,2026-07-24,09:35,2026-07-24,09:37,0.0,69.0,34.0,25.4,0.0,0.0,0.0,0.0,7.0,16.9,10.0,73.0,2,多云
G3726,贺州,2026-07-24,10:24,2026-07-24,10:26,0.0,254.0,33.3,24.1,0.4,0.4,0.0,4.0,6.0,16.6,27.0,73.0,51,小毛毛雨
G3726,阳朔,2026-07-24,10:58,2026-07-24,11:04,0.0,372.0,33.3,23.6,1.0,1.0,0.0,7.0,7.9,22.7,57.0,80.0,51,小毛毛雨
